,name,coord.lat,coord.lon,main.temp_max,main.humidity,clouds.all,wind.speed,sys.country,dt
332,Korla,41.7597,86.1469,265.86,85.0,87.0,0.4,CN,1611189256.0
333,Rio Grande,-32.035,-52.0986,295.93,81.0,0.0,0.89,BR,1611189257.0
334,Phan Thiet,10.9333,108.1,296.41,79.0,90.0,0.91,VN,1611188986.0
335,Kysyl-Syr,63.8986,122.7617,234.03,80.0,100.0,2.06,RU,1611189258.0
336,Vostok,46.4856,135.8833,260.47,93.0,100.0,3.21,RU,1611189258.0
337,Quatre Cocos,-20.2078,57.7625,300.37,94.0,40.0,3.09,MU,1611189259.0
338,Yangi Marg`ilon,40.4272,71.7189,272.15,80.0,0.0,2.06,UZ,1611189259.0
339,Vanimo,-2.6741,141.3028,300.26,81.0,100.0,1.13,PG,1611189260.0
340,Hachinohe,40.5,141.5,277.59,77.0,47.0,3.58,JP,1611189261.0
341,,,,,,,,,
342,Weiser,44.251,-116.9693,276.15,60.0,90.0,2.57,US,1611189262.0
343,Wanning,18.8003,110.3967,294.7,89.0,54.0,2.9,CN,1611189263.0
344,Torbay,47.6666,-52.7314,270.93,74.0,90.0,9.26,CA,1611189263.0
345,Buala,-8.145,159.5921,302.43,70.0,98.0,3.89,SB,1611189264.0
346,Erbaa,40.6689,36.5675,276.15,44.0,40.0,3.09,TR,1611189265.0
347,Kamaishi,39.2667,141.8833,271.15,86.0,75.0,3.6,JP,1611189266.0
348,Naze,28.3667,129.4833,293.15,68.0,75.0,8.23,JP,1611189022.0
349,Mayor Pablo Lagerenza,-19.9309,-60.7718,296.55,64.0,93.0,1.66,PY,1611189267.0
350,Tashla,51.7716,52.7427,249.08,90.0,27.0,2.45,RU,1611189268.0
351,Almaznyy,48.0448,40.045,249.15,77.0,0.0,1.0,RU,1611189268.0
352,Sur,22.5667,59.5289,293.37,55.0,0.0,1.54,OM,1611189269.0
353,Bonthe,7.5264,-12.505,298.03,84.0,52.0,1.08,SL,1611189270.0
354,Douglas,41.3,-96.167,280.15,56.0,1.0,3.52,US,1611189168.0
355,Boyabat,41.4689,34.7667,268.11,89.0,74.0,0.21,TR,1611189271.0
356,Chui,-33.6971,-53.4616,292.58,83.0,0.0,3.16,UY,1611189271.0
357,Thompson,55.7435,-97.8558,256.15,78.0,90.0,5.66,CA,1611189007.0
358,Recodo,6.9519,121.9636,299.15,94.0,75.0,2.57,PH,1611189273.0
359,Batemans Bay,-35.7167,150.1833,295.93,62.0,0.0,4.92,AU,1611189273.0
360,Esperance,-33.8667,121.9,293.15,100.0,75.0,5.66,AU,1611189274.0
361,Skerries,53.5828,-6.1083,275.37,100.0,75.0,6.69,IE,1611189274.0
362,Tuktoyaktuk,69.4541,-133.0374,254.15,84.0,90.0,3.6,CA,1611189274.0
363,Marrakesh,31.6315,-8.0083,282.15,81.0,0.0,1.03,MA,1611189275.0
364,Jumla,29.2747,82.1838,273.38,66.0,0.0,2.23,NP,1611189275.0
365,Chany,55.3121,76.7647,254.69,93.0,100.0,3.33,RU,1611189276.0
366,Sharanga,57.1775,46.5396,258.42,95.0,98.0,2.95,RU,1611189276.0
367,Russell,32.3502,-85.1999,287.15,28.0,1.0,1.54,US,1611189277.0
368,Sinnamary,5.3833,-52.95,297.87,87.0,46.0,3.96,GF,1611189277.0
369,Solntsevo,51.4185,36.7499,254.19,91.0,3.0,3.13,RU,1611189278.0
370,Mareeba,-17.0,145.4333,299.26,88.0,90.0,5.66,AU,1611189279.0
371,Flinders,-34.5833,150.8552,298.71,56.0,0.0,1.79,AU,1611189280.0
372,Gamba,-2.65,10.0,297.9,89.0,53.0,1.44,GA,1611189281.0
373,Tual,-5.6667,132.75,301.87,71.0,93.0,2.4,ID,1611189282.0
374,Katobu,-4.9408,122.5276,302.03,71.0,98.0,3.21,ID,1611189283.0
375,Otane,-39.8833,176.6333,290.37,66.0,68.0,4.47,NZ,1611189284.0
376,Clarence Town,-32.5833,151.7833,299.82,46.0,40.0,2.57,AU,1611189284.0
377,Grootfontein,-19.5667,18.1167,292.15,100.0,100.0,1.54,NA,1611189285.0
378,Port Hardy,50.6996,-127.4199,277.15,93.0,75.0,1.54,CA,1611189005.0
379,Westport,41.1415,-73.3579,272.15,40.0,1.0,6.69,US,1611188769.0
380,,,,,,,,,
381,Mokhsogollokh,61.4681,128.9203,234.72,80.0,100.0,3.59,RU,1611189287.0
382,,,,,,,,,
383,Newport,51.5877,-2.9984,278.71,90.0,100.0,2.68,GB,1611189288.0
384,Karagaylinskiy,54.172,86.5521,259.57,95.0,100.0,3.37,RU,1611189289.0
385,Anuradhapura,8.3565,80.4173,295.75,96.0,4.0,2.0,LK,1611189289.0
386,,,,,,,,,
387,Samfya,-11.3649,29.5565,292.77,91.0,100.0,2.33,ZM,1611189291.0
388,Padang,-0.9492,100.3543,295.15,88.0,20.0,1.54,ID,1611189291.0
389,Tutóia,-2.7619,-42.2744,299.06,85.0,100.0,4.44,BR,1611189292.0
390,Ilulissat,69.2167,-51.1,266.15,68.0,23.0,1.54,GL,1611189292.0
391,Ahipara,-35.1667,173.1667,291.77,58.0,29.0,6.21,NZ,1611189293.0
392,Rawson,-43.3002,-65.1023,298.78,35.0,55.0,7.14,AR,1611189189.0
393,Acaraú,-2.8856,-40.12,298.53,85.0,100.0,3.35,BR,1611189294.0
394,Prince Rupert,54.3161,-130.3201,277.15,81.0,1.0,3.09,CA,1611189057.0
395,Anuchino,43.9622,133.0544,270.92,93.0,14.0,4.31,RU,1611189295.0
396,Mayumba,-3.432,10.6554,298.91,84.0,100.0,2.08,GA,1611189296.0
397,Lovozero,68.005,35.0117,257.39,93.0,100.0,2.65,RU,1611189297.0
398,Hasaki,35.7333,140.8333,277.15,75.0,75.0,2.06,JP,1611189297.0
399,,,,,,,,,
400,Kodinsk,58.6881,99.1844,242.2,85.0,92.0,1.32,RU,1611189298.0
401,Tamandaré,-8.7597,-35.1047,298.35,82.0,100.0,4.08,BR,1611189152.0
402,Nome,64.5011,-165.4064,262.15,73.0,90.0,7.2,US,1611189300.0
403,Kaitangata,-46.2817,169.8464,286.48,67.0,95.0,6.26,NZ,1611189301.0
404,Palmer,42.1584,-72.3287,269.82,59.0,64.0,4.43,US,1611189124.0
405,Black Forest,39.0131,-104.7008,285.15,23.0,1.0,5.66,US,1611189302.0
406,Waipawa,-41.4122,175.5153,291.48,63.0,79.0,12.35,NZ,1611189303.0
407,Katsuura,35.1333,140.3,280.37,52.0,40.0,3.6,JP,1611189304.0
408,Olenino,56.2092,33.4889,258.82,93.0,100.0,3.65,RU,1611189305.0
409,Carutapera,-1.195,-46.02,297.99,91.0,100.0,2.23,BR,1611189305.0
410,Margate,51.3813,1.3862,283.15,86.0,100.0,5.36,GB,1611189306.0
411,Shrīrangapattana,12.4136,76.7042,292.04,88.0,0.0,1.63,IN,1611189306.0
412,Newton,42.337,-71.2092,272.59,59.0,75.0,3.09,US,1611189199.0
413,Bollnäs,61.3482,16.3946,273.15,99.0,100.0,0.45,SE,1611189307.0
414,,,,,,,,,
415,Loandjili,-4.7561,11.8578,299.15,94.0,40.0,2.57,CG,1611189308.0
416,Hässleholm,56.1591,13.7664,279.15,93.0,75.0,3.09,SE,1611189199.0
417,Marabba,12.35,32.1833,290.47,26.0,0.0,5.5,SD,1611189309.0
418,College,64.8569,-147.8028,264.82,79.0,90.0,0.64,US,1611189310.0
419,São José da Coroa Grande,-8.8978,-35.1478,298.55,80.0,100.0,4.4,BR,1611189311.0
420,San Cristobal,7.7669,-72.225,301.15,61.0,40.0,2.06,VE,1611189311.0
421,Caohai,26.8661,104.2841,272.63,96.0,99.0,2.93,CN,1611189312.0
422,Brae,60.3964,-1.353,278.15,81.0,75.0,15.43,GB,1611189313.0
423,,,,,,,,,
424,Līsakovsk,52.5369,62.4936,250.8,89.0,45.0,4.53,KZ,1611189314.0
425,,,,,,,,,
426,Ouargaye,11.5033,0.0572,294.36,22.0,0.0,5.11,BF,1611189316.0
427,Borogontsy,62.6683,131.1683,234.13,81.0,100.0,1.53,RU,1611189316.0
428,Lae,-6.7221,146.9847,302.15,70.0,40.0,2.57,PG,1611189317.0
429,Okato,-39.2,173.8833,288.71,61.0,100.0,4.92,NZ,1611189317.0
430,Noumea,-22.2763,166.4572,300.15,65.0,20.0,6.69,NC,1611189318.0
431,Ocara,-4.4908,-38.5967,296.06,93.0,100.0,1.7,BR,1611189319.0
432,Honiara,-9.4333,159.95,302.24,71.0,63.0,2.79,SB,1611189320.0
433,Antalaha,-14.9003,50.2788,296.7,90.0,31.0,1.31,MG,1611189320.0
434,Ambilobe,-13.2,49.05,296.31,92.0,100.0,0.42,MG,1611189321.0
435,,,,,,,,,
436,Evensk,61.95,159.2333,248.69,77.0,13.0,3.37,RU,1611189322.0
437,,,,,,,,,
438,Okhotsk,59.3833,143.3,249.92,81.0,100.0,3.0,RU,1611189129.0
439,San Luis,-33.295,-66.3356,297.4,24.0,45.0,3.12,AR,1611189078.0
440,Polunochnoye,60.8697,60.4153,252.17,92.0,100.0,2.91,RU,1611189325.0
441,Correntina,-13.3433,-44.6367,296.63,54.0,57.0,0.88,BR,1611189326.0
442,Port-Gentil,-0.7193,8.7815,299.15,89.0,20.0,2.06,GA,1611189326.0
443,Oranjestad,12.524,-70.027,299.15,73.0,20.0,6.69,AW,1611189219.0
444,Grand Gaube,-20.0064,57.6608,300.37,81.0,12.0,2.68,MU,1611189328.0
445,,,,,,,,,
446,Mīzan Teferī,6.9833,35.5833,292.59,51.0,100.0,1.06,ET,1611189336.0
447,Belyy Yar,53.6039,91.3903,247.15,84.0,100.0,0.68,RU,1611189336.0
448,Roswell,34.0232,-84.3616,282.04,46.0,1.0,2.57,US,1611189078.0
449,Santiago,-33.4569,-70.6483,300.15,41.0,0.0,3.09,CL,1611188810.0
450,Aragarças,-15.8975,-52.2508,296.15,94.0,40.0,0.52,BR,1611189338.0
451,Koutiala,12.3917,-5.4642,295.32,20.0,0.0,5.04,ML,1611189338.0
452,Phalombe,-15.8064,35.6507,293.38,93.0,100.0,0.88,MW,1611189338.0
453,São Filipe,14.8961,-24.4956,295.42,68.0,100.0,4.02,CV,1611189339.0
454,Dangara,29.6799,75.8931,282.64,50.0,0.0,3.48,IN,1611189339.0
455,Aklavik,68.2191,-135.0107,256.15,78.0,75.0,2.06,CA,1611189340.0
456,San Patricio,28.017,-97.5169,290.93,100.0,90.0,3.09,US,1611189341.0
457,Manāsa,24.4837,75.2687,286.98,40.0,0.0,1.41,IN,1611189341.0
458,Yerbogachën,61.2767,108.0108,234.76,81.0,100.0,1.64,RU,1611189342.0
459,Touros,-5.1989,-35.4608,299.15,83.0,40.0,3.09,BR,1611189342.0
460,Umm Hājar,13.2954,19.6966,288.24,31.0,0.0,4.6,TD,1611189343.0
461,,,,,,,,,
462,,,,,,,,,
463,Krasnosel'kup,65.7,82.4667,234.38,81.0,0.0,1.74,RU,1611189344.0
464,Yar-Sale,66.8333,70.8333,241.35,86.0,100.0,5.86,RU,1611189344.0
465,Carballo,43.213,-8.691,283.71,94.0,51.0,2.24,ES,1611189344.0
466,Huaihua,27.5494,109.9592,281.5,93.0,100.0,0.81,CN,1611189344.0
467,Novovarshavka,54.1721,74.6946,254.31,91.0,100.0,4.35,RU,1611189344.0
468,Jiaozhou,36.2839,120.0033,279.15,93.0,75.0,1.0,CN,1611189345.0
469,Bayan,46.0833,127.4,255.61,90.0,86.0,0.97,CN,1611189345.0
470,Biltine,14.5333,20.9167,287.99,32.0,0.0,7.46,TD,1611189345.0
471,Aden,12.7794,45.0367,297.4,69.0,0.0,5.43,YE,1611189345.0
472,Seoul,37.5683,126.9778,277.15,45.0,0.0,2.06,KR,1611188748.0
473,Charters Towers,-20.1,146.2667,301.38,57.0,53.0,6.7,AU,1611189345.0
474,Galle,6.0367,80.217,297.53,88.0,79.0,2.98,LK,1611189346.0
475,Kawalu,-7.3817,108.2082,298.73,80.0,100.0,1.69,ID,1611189346.0
476,Itapetinga,-15.2489,-40.2478,292.83,93.0,0.0,0.85,BR,1611189346.0
477,Hualmay,-11.0964,-77.6139,295.03,83.0,50.0,3.84,PE,1611189072.0
478,Tazovsky,67.4667,78.7,231.17,79.0,4.0,2.48,RU,1611189346.0
479,Graaff-Reinet,-32.2522,24.5308,292.46,72.0,0.0,1.08,ZA,1611189346.0
480,Goundam,16.4145,-3.6708,293.72,21.0,0.0,4.91,ML,1611189347.0
481,Ciamis,-7.3257,108.3534,299.32,80.0,100.0,1.62,ID,1611189347.0
482,Mabaruma,8.2,-59.7833,294.84,93.0,3.0,1.52,GY,1611189347.0
483,Gonder,12.6,37.4667,285.34,55.0,0.0,2.86,ET,1611189347.0
484,Tilichiki,60.4667,166.1,245.64,90.0,100.0,6.66,RU,1611189189.0
485,Katangli,51.7102,143.2326,253.17,86.0,100.0,3.19,RU,1611189347.0
486,Maniitsoq,65.4167,-52.9,270.12,85.0,0.0,1.91,GL,1611189348.0
487,,,,,,,,,
488,Merauke,-8.4667,140.3333,298.29,89.0,100.0,5.79,ID,1611189348.0
489,Lashio,22.9333,97.75,283.11,78.0,0.0,0.14,MM,1611189348.0
490,Puri,19.8,85.85,295.15,88.0,40.0,1.03,IN,1611189348.0
491,Kansanshi,-12.0951,26.4273,290.05,98.0,100.0,1.47,ZM,1611189348.0
492,Cayenne,4.9333,-52.3333,296.15,100.0,75.0,4.24,GF,1611189348.0
493,Grudziądz,53.4841,18.7537,276.48,83.0,89.0,3.13,PL,1611189349.0
494,Nola,40.922,14.5329,285.93,71.0,70.0,0.89,IT,1611189349.0
495,Mahon,39.8885,4.2658,286.15,88.0,90.0,4.12,ES,1611189349.0
496,Asău,46.4333,26.4,274.26,93.0,56.0,5.66,RO,1611189349.0
497,Kāzerūn,29.6195,51.6541,284.79,45.0,98.0,1.82,IR,1611189349.0
498,Norman Wells,65.282,-126.8329,260.15,85.0,90.0,3.09,CA,1611189349.0
499,Montevideo,-34.8335,-56.1674,296.48,73.0,0.0,6.69,UY,1611189350.0
500,Coahuayana Viejo,18.7333,-103.6833,296.15,73.0,75.0,1.55,MX,1611189350.0
501,Plettenberg Bay,-34.0527,23.3716,291.24,87.0,0.0,1.16,ZA,1611189350.0
502,Hirara,24.8,125.2833,295.15,88.0,75.0,5.14,JP,1611189350.0
503,Roblin,51.23,-101.3565,268.9,97.0,100.0,8.54,CA,1611189350.0
504,Tuburan,6.6439,122.2736,299.15,94.0,75.0,2.57,PH,1611189350.0
505,Ucluelet,48.9329,-125.5528,281.48,87.0,90.0,0.97,CA,1611189344.0
506,Vaitape,-16.5167,-151.75,300.75,74.0,42.0,6.28,PF,1611189351.0
507,Kloulklubed,7.0419,134.2556,300.15,83.0,75.0,4.63,PW,1611189351.0
508,Kavaratti,10.5669,72.642,300.94,69.0,0.0,4.2,IN,1611189351.0
509,Sambava,-14.2667,50.1667,297.14,84.0,100.0,2.1,MG,1611189351.0
510,Dongsheng,39.8161,109.9776,266.23,70.0,0.0,3.73,CN,1611189351.0
511,Kizema,61.113,44.8302,252.85,92.0,100.0,1.95,RU,1611189351.0
512,North Bend,43.4065,-124.2243,283.71,71.0,1.0,1.54,US,1611189058.0
513,Sabang,5.8933,95.3214,299.83,77.0,53.0,6.43,ID,1611189352.0
514,Thinadhoo,0.5333,72.9333,300.7,78.0,2.0,4.62,MV,1611189352.0
515,Mount Gambier,-37.8333,140.7667,300.15,28.0,0.0,3.09,AU,1611189352.0
516,Maragogi,-9.0122,-35.2225,298.53,79.0,100.0,4.26,BR,1611189352.0
517,Mangan,27.5167,88.5333,281.68,49.0,0.0,1.94,IN,1611189352.0
518,Praia,14.9215,-23.5087,295.15,68.0,0.0,6.17,CV,1611189352.0
519,Sortland,68.6949,15.4162,268.71,58.0,90.0,7.72,NO,1611189353.0
520,Los Llanos de Aridane,28.6585,-17.9182,290.15,77.0,40.0,3.6,ES,1611189353.0
521,Esso,55.9333,158.7,257.01,86.0,14.0,0.69,RU,1611189353.0
522,Beyneu,45.3167,55.2,267.07,89.0,37.0,3.78,KZ,1611189353.0
523,Buraidah,26.326,43.975,283.15,71.0,0.0,5.14,SA,1611189353.0
524,Lékoni,-1.5843,14.2591,296.88,75.0,100.0,2.42,GA,1611189353.0
525,Necochea,-38.5473,-58.7368,297.04,61.0,0.0,3.13,AR,1611189354.0
526,Nadym,65.5333,72.5167,243.94,86.0,100.0,6.12,RU,1611189354.0
527,,,,,,,,,
528,Biograd na Moru,43.9433,15.4519,284.82,93.0,20.0,3.09,HR,1611189354.0
529,Vrangel',42.7297,133.0839,270.17,92.0,25.0,3.51,RU,1611189354.0
530,Kupang,-10.1667,123.5833,301.15,83.0,40.0,1.54,ID,1611189354.0
531,Samarai,-10.6167,150.6667,303.29,71.0,100.0,5.12,PG,1611189354.0
532,Victoria Point,-27.5833,153.3,299.82,65.0,65.0,3.58,AU,1611189355.0
533,,,,,,,,,
534,Egvekinot,66.3167,-179.1667,248.1,86.0,100.0,5.64,RU,1611189355.0
535,Lourdes,43.1,-0.05,280.15,70.0,20.0,2.57,FR,1611189355.0
536,Makakilo City,21.3469,-158.0858,301.15,51.0,20.0,4.63,US,1611189355.0
537,Zhengjiatun,43.5064,123.5064,264.4,93.0,100.0,0.59,CN,1611189355.0
538,Mnogovershinnyy,53.9353,139.9242,250.56,86.0,100.0,1.15,RU,1611189356.0
539,Belawan,3.7755,98.6832,297.15,100.0,40.0,1.54,ID,1611189356.0
540,Chimbote,-9.0853,-78.5783,294.68,83.0,63.0,2.84,PE,1611189356.0
541,Eureka,40.8021,-124.1637,285.15,43.0,1.0,2.06,US,1611189356.0
542,Ballina,-28.8667,153.5667,297.15,64.0,75.0,3.09,AU,1611189356.0
543,Mendeleyevsk,55.9082,52.2905,254.15,78.0,100.0,7.0,RU,1611189310.0
544,Muros,42.7762,-9.0603,285.37,90.0,35.0,6.71,ES,1611189356.0
545,Luckenwalde,52.0833,13.1667,279.26,63.0,70.0,1.79,DE,1611189357.0
546,Daru,-9.0763,143.2092,300.05,84.0,100.0,5.65,PG,1611189258.0
547,Amantea,39.1332,16.0746,278.71,87.0,0.0,4.63,IT,1611189357.0
548,Santa Cruz Cabrália,-16.2781,-39.0247,299.15,69.0,20.0,4.63,BR,1611189181.0
549,Tabou,4.423,-7.3528,299.15,86.0,100.0,3.24,CI,1611189357.0
550,Husavik,66.0449,-17.3389,272.15,93.0,90.0,6.17,IS,1611189357.0
551,,,,,,,,,
552,Villamartín,36.8598,-5.6449,285.93,93.0,75.0,3.6,ES,1611189358.0
553,Ures,29.4333,-110.4,290.37,96.0,100.0,0.89,MX,1611189358.0
554,Nago,26.5881,127.9761,295.15,73.0,75.0,6.69,JP,1611189358.0
555,Potsdam,52.3989,13.0657,279.26,74.0,89.0,0.89,DE,1611189358.0
556,Beïnamar,8.6698,15.3813,291.32,26.0,0.0,1.8,TD,1611189358.0
557,Alice Springs,-23.7,133.8833,306.15,11.0,0.0,7.72,AU,1611189359.0
558,São Gabriel da Cachoeira,-0.1303,-67.0892,295.9,98.0,100.0,0.49,BR,1611189359.0
559,,,,,,,,,
560,Laguna,38.421,-121.4238,292.15,18.0,1.0,2.06,US,1611189359.0
561,Chunoyar,57.4467,97.3217,240.73,83.0,8.0,1.11,RU,1611189359.0
562,Port Moresby,-9.4431,147.1797,304.15,70.0,40.0,5.14,PG,1611189359.0
563,Vao,-22.6667,167.4833,297.53,75.0,56.0,6.58,NC,1611189360.0
564,Exu,-7.5119,-39.7242,296.6,59.0,100.0,1.18,BR,1611189360.0
565,Kenai,60.5544,-151.2583,274.15,75.0,1.0,5.14,US,1611189360.0
566,Tupã,-21.9347,-50.5136,296.47,81.0,100.0,3.27,BR,1611189213.0
567,Roebourne,-20.7833,117.1333,306.33,61.0,60.0,7.7,AU,1611189360.0
568,Starosubkhangulovo,53.1031,57.4423,251.65,88.0,100.0,1.72,RU,1611189360.0
569,Philadelphia,39.9523,-75.1638,274.82,37.0,40.0,4.12,US,1611189188.0
570,Sioux Lookout,50.1001,-91.917,270.15,93.0,90.0,3.6,CA,1611189361.0
571,,,,,,,,,
572,Tsimmerbude,54.675,20.1347,277.15,81.0,75.0,4.0,RU,1611189361.0
573,Birao,10.2849,22.7882,290.97,25.0,0.0,4.45,CF,1611189361.0
574,Vung Tau,10.346,107.0843,296.99,84.0,29.0,1.92,VN,1611189361.0
575,Aberystwyth,52.4155,-4.0829,276.48,90.0,87.0,4.47,GB,1611189362.0
576,Zhangye,38.9342,100.4517,266.25,64.0,11.0,1.51,CN,1611189362.0
577,,,,,,,,,
578,,,,,,,,,
579,Jalu,29.0331,21.5482,278.61,72.0,0.0,1.52,LY,1611189363.0
580,Zambezi,-13.5432,23.1047,292.74,90.0,100.0,0.72,ZM,1611189363.0
581,,,,,,,,,
582,Luba,3.4568,8.5547,298.15,83.0,20.0,2.06,GQ,1611189363.0
583,San Isidro,-12.1167,-77.05,295.15,78.0,0.0,7.2,PE,1611189363.0
584,Kombissiri,12.0656,-1.3375,296.15,21.0,0.0,3.6,BF,1611189363.0
585,Lachi,33.3833,71.3386,281.15,61.0,40.0,3.09,PK,1611189364.0
586,Sendafa,9.15,39.0333,284.15,58.0,20.0,5.14,ET,1611189364.0
587,Bubaque,11.2833,-15.8333,298.68,62.0,50.0,3.99,GW,1611189364.0
588,Kruisfontein,-34.0033,24.7314,289.82,84.0,0.0,0.45,ZA,1611189364.0
589,Dekar,-21.5333,21.9333,295.77,66.0,94.0,3.58,BW,1611189364.0
590,Alwar,27.5667,76.6,285.57,39.0,0.0,2.63,IN,1611189365.0
591,Yaan,7.3833,8.5667,296.56,21.0,7.0,2.43,NG,1611189365.0
592,,,,,,,,,
593,Micheweni,-4.9667,39.8333,300.17,78.0,100.0,5.48,TZ,1611189365.0
594,Dauriya,49.9333,116.8667,256.5,93.0,100.0,1.85,RU,1611189365.0
595,Delano,35.7688,-119.247,293.15,20.0,1.0,2.57,US,1611189365.0
596,Iqaluit,63.7506,-68.5145,257.15,78.0,75.0,10.8,CA,1611189366.0
597,Broome,42.2506,-75.833,266.48,73.0,75.0,3.6,US,1611189366.0
598,Kedgwick,47.6446,-67.3434,254.51,90.0,0.0,1.41,CA,1611189366.0
599,Chardara,41.2547,67.9692,282.07,67.0,0.0,6.46,KZ,1611189366.0
600,Saqqez,36.2499,46.2735,268.45,96.0,100.0,5.75,IR,1611189366.0
601,Culiacancito,24.8247,-107.5331,295.15,83.0,90.0,1.77,MX,1611189367.0
602,Banda Aceh,5.5577,95.3222,298.3,83.0,80.0,4.89,ID,1611189367.0
603,Manaus,-3.1019,-60.025,298.15,88.0,75.0,2.06,BR,1611189278.0
604,Kargopol',61.5071,38.9456,254.25,93.0,100.0,0.71,RU,1611189367.0
605,Lālmohan,22.3384,90.7419,293.34,83.0,0.0,1.37,BD,1611189134.0
606,Turukhansk,65.8167,87.9833,234.08,77.0,0.0,1.75,RU,1611189367.0
607,Bandarbeyla,9.4942,50.8122,296.12,81.0,48.0,7.43,SO,1611189367.0
